2,4
2,4
2,4
2,4
6,2
7,3
8,4
8,4
10,6
10,1
11,3
13,3
14,4
16,4
18,4
18,4
19,3
21,3
23,3
24,4
24,4
28,2
31,9
32,6
34,10
39,13
42,6
44,6
48,2
48,6
50,1
54,6
56,6
58,6
59,13
62,2
64,6
70,1
71,9
73,13
76,6
76,8
84,2
84,1
86,8
86,2
88,8
90,8
92,8
96,1
98,1
102,8
104,8
104,6
106,14
110,2
112,2
116,8
116,8
122,1
123,13
128,6
128,6
132,14
134,1
134,2
140,8
140,6
140,8
146,1
150,6
151,7
154,8
154,8
162,8
164,8
168,8
169,9
170,2
176,8
178,8
182,1
247,8
247,8
247,8
249,10
261,8
261,8
261,8
267,10
277,10
277,10
278,11
299,24
303,16
307,22
309,24
326,9
331,14
336,8
344,17
348,17
351,30
374,11
379,36
380,21
395,12
400,21
408,9
411,12
416,11
489,9
497,17
498,18
498,18
514,34
527,15
527,8
529,15
529,15
544,2
546,12
555,15
557,15
562,20
570,14
580,1
582,2
583,15
584,2
585,15
592,12
594,12
598,2
602,1
604,2
604,1
606,2
608,12
613,15
614,12
616,12
618,1
619,15
620,2
624,1
626,2
630,12
633,15
638,20
641,15
643,14
646,11
649,25
650,46
656,1
672,1
673,1
736,15
742,21
748,27
754,33
768,19
772,11
783,2
784,11
787,2
793,20
793,20
793,8
797,12
802,21
802,2
808,8
813,13
813,28
818,7
820,9
821,1
824,1
825,1
833,9
836,9
836,11
838,14
843,8
845,24
852,9
857,14
861,11
862,8
862,17
867,22
872,16
881,12
891,24
896,26
901,14
991,29
992,30
993,31
996,34
1017,2
1028,13
1028,15
1039,1
1040,22
1041,23
1054,15
1054,13
1069,7
1075,15
1078,13
1087,13
1095,28
1106,8
1112,23
1117,29
1119,52
1121,23
1124,57
1129,13
1136,7
1141,13
1145,12
1211,8
1216,13
1217,14
1228,25
1245,7
1253,50
1263,12
1263,60
1278,75
1285,12
1302,12
1303,8
1317,22
1324,12
1331,7
1348,14
1351,14
1374,14
1377,14
1446,2
1452,8
1460,16
1479,35
1482,8
1487,13
1506,7
1508,34
1512,1
1514,2
1520,8
1527,53
1540,66
1544,32
1553,3
1568,7
1574,1
1580,25
1582,8
1585,30
1601,46
1602,28
1622,7
1624,13
1699,14
1699,14
1716,31
1721,36
1723,38
1725,22
1730,17
1741,56
1746,61
1751,42
1772,26
1821,25
1865,21
1953,27
1975,49
2052,45
2065,58
2085,9
2112,8
2203,36
2217,6
2224,13
2231,5
2241,6
2248,13
2255,5
2265,6
2272,13
2279,5
2289,6
2294,11
2296,13
2298,10
2303,5
2313,6
2318,11
2320,13
2332,25
2344,12
2346,10
2351,5
2414,6
2417,9
2442,34
2446,38
2450,33
2475,8
2478,5
2488,6
2511,29
2523,41
2536,5
2557,17
2566,26
2575,16
2694,45
2709,60
2724,14
2760,23
2783,2
2794,13
2817,36
2821,40
2825,35
2848,12
2859,1
2897,7
2901,11
2910,20
2919,10
2923,6
2935,7
2939,11
2952,24
2994,66
2998,70
3002,24
