41,43
42,44
42,44
42,44
42,44
42,44
43,45
43,45
43,45
45,47
48,50
52,54
55,57
56,58
56,58
57,59
60,62
61,63
61,63
61,63
63,65
64,66
64,66
65,67
65,67
66,68
72,74
72,74
73,75
76,78
76,78
76,78
77,79
77,79
77,79
77,79
78,80
78,80
79,81
81,83
85,87
85,87
85,87
90,92
91,93
91,93
91,93
92,94
93,95
94,96
94,96
97,99
97,99
103,105
105,107
105,107
106,108
109,111
110,112
110,112
122,124
124,126
124,126
125,127
126,128
127,129
129,131
129,45
130,44
130,132
130,44
130,132
131,133
135,53
137,139
139,141
142,144
142,144
142,144
143,145
150,152
150,152
152,66
153,155
156,158
156,158
157,45
157,60
159,161
161,163
162,78
162,164
164,166
171,59
171,44
172,44
174,44
176,44
177,93
178,64
180,96
180,44
182,184
182,78
184,88
184,186
185,65
187,77
189,191
189,191
189,191
189,191
189,67
190,45
192,46
200,95
200,46
200,46
204,206
204,45
206,64
212,90
213,123
215,45
216,44
217,59
218,45
218,65
219,44
220,44
221,73
221,102
223,225
224,62
226,72
226,228
226,61
226,61
228,111
231,97
235,125
237,239
238,240
239,53
239,52
242,46
244,45
245,62
246,248
246,62
250,95
251,45
252,254
253,123
256,73
256,258
257,45
258,74
259,115
260,88
260,262
260,44
262,92
265,131
266,44
271,45
271,64
272,63
276,148
276,59
278,46
283,74
283,78
284,80
285,201
288,116
289,77
289,46
290,46
290,105
292,44
293,75
293,46
294,147
296,48
299,117
299,45
300,151
300,100
300,45
304,46
304,46
307,46
308,61
309,62
309,47
312,168
313,82
314,46
315,61
316,141
316,45
318,105
320,45
320,84
322,44
326,61
329,141
329,45
330,45
333,72
333,84
334,180
336,62
339,69
339,45
342,63
345,45
346,145
346,44
346,44
347,61
349,109
350,232
350,151
350,45
351,59
353,169
356,123
356,77
358,96
359,45
366,116
367,139
367,47
369,96
373,167
378,72
378,45
379,46
379,46
379,46
379,79
379,60
380,46
383,56
383,46
386,63
388,45
389,175
399,91
399,45
400,45
400,70
400,135
401,107
401,120
402,229
403,113
404,45
404,45
409,46
409,67
412,45
413,119
414,170
414,45
415,125
416,111
417,45
418,45
418,45
420,78
422,45
423,186
423,75
427,96
428,77
428,45
431,67
433,45
438,45
440,45
441,156
442,79
442,233
443,45
444,197
445,137
447,45
447,45
448,45
450,44
451,45
452,74
452,118
456,60
457,116
459,74
459,127
463,105
464,152
467,59
467,119
468,80
469,46
469,46
470,88
470,46
473,45
473,46
475,140
475,74
480,138
481,64
482,70
482,79
482,195
483,271
486,112
490,45
491,70
492,45
492,45
492,46
493,45
495,45
498,45
501,89
502,45
502,194
502,45
506,171
506,45
507,119
507,45
507,76
507,45
509,45
509,45
510,45
510,45
511,45
512,114
513,45
516,45
516,45
519,96
519,45
519,45
520,94
521,45
521,45
522,80
523,63
526,45
527,84
528,45
528,123
530,69
531,45
531,45
535,45
535,45
536,45
537,45
537,100
539,45
539,325
540,45
543,181
545,45
546,45
546,213
547,45
548,45
548,115
552,45
552,45
553,45
554,45
554,155
554,45
555,45
557,169
558,45
558,45
558,45
559,128
560,46
561,45
562,45
566,144
569,45
572,45
573,114
574,45
578,45
578,130
578,275
579,45
580,45
580,45
581,45
581,45
583,45
585,45
585,45
586,45
590,45
590,45
591,302
591,45
592,45
594,45
595,45
595,45
595,45
596,45
596,135
596,53
597,45
597,45
598,45
598,45
599,45
600,157
600,45
601,45
604,45
604,45
604,45
604,45
605,45
605,45
606,151
607,45
607,45
609,45
609,45
609,45
609,45
610,288
612,45
614,45
615,45
616,45
616,45
618,73
618,176
619,45
619,45
622,45
623,45
623,201
623,45
624,45
625,45
625,45
626,179
627,45
628,45
629,45
633,45
634,45
634,45
635,45
636,45
636,45
638,85
640,45
640,45
641,45
642,45
642,45
643,45
643,45
645,45
646,45
646,132
646,45
646,45
649,45
649,45
650,45
657,45
660,45
660,45
661,45
662,45
665,45
666,45
667,45
668,45
668,45
669,45
669,45
671,45
673,45
673,45
674,45
676,45
678,45
678,45
679,45
680,45
681,45
682,45
683,335
683,45
683,45
683,45
683,45
684,45
684,134
685,45
685,45
686,45
686,45
687,45
688,45
689,45
692,45
692,45
692,45
692,45
692,45
693,45
693,45
694,45
694,44
695,45
695,45
696,45
697,45
697,45
697,45
697,45
700,45
702,45
702,45
703,45
704,45
704,45
706,45
706,45
707,45
707,45
710,45
710,45
711,45
711,45
712,45
713,45
713,45
715,45
716,45
719,45
719,45
