2,4
2,4
2,4
2,4
6,2
6,2
7,3
8,4
8,4
8,4
10,1
10,1
12,4
12,2
13,3
14,4
14,4
16,1
18,4
18,4
18,2
19,3
20,4
22,2
22,1
23,3
24,4
24,4
26,1
26,2
28,2
31,9
33,9
37,11
37,11
40,1
46,1
46,8
48,2
48,8
54,8
54,8
54,2
56,2
60,1
60,8
62,2
62,8
66,1
68,1
69,9
70,10
70,2
74,8
76,1
77,9
80,2
84,1
85,9
86,8
88,8
92,1
97,13
100,8
105,13
106,12
110,2
114,8
116,8
122,1
129,13
129,9
130,14
135,13
146,10
148,2
149,9
159,17
168,22
172,18
172,30
173,17
188,1
241,2
241,2
241,2
248,9
249,10
249,10
253,14
257,1
257,1
259,2
259,2
260,1
262,2
264,9
270,13
270,13
273,13
281,1
281,1
284,1
287,16
290,9
293,9
296,15
299,2
310,13
311,2
316,16
316,15
321,1
322,13
333,1
336,15
337,37
339,6
347,18
350,7
355,6
358,9
365,6
371,16
378,15
379,10
380,14
399,8
400,8
400,15
402,15
405,14
406,14
411,7
412,7
488,8
491,11
493,13
496,16
498,7
514,34
520,16
526,16
527,31
542,8
547,13
548,8
550,21
552,7
570,16
577,8
579,21
605,21
613,61
619,21
645,21
730,9
736,15
736,15
753,16
765,16
765,16
784,17
812,33
821,42
821,22
823,24
825,21
860,17
861,22
863,24
865,21
867,22
869,24
871,21
898,13
964,2
964,2
964,2
984,22
1004,1
1005,43
1008,4
1014,52
1040,1
1042,2
1046,1
1048,2
1064,24
1078,38
1098,58
