3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
4,6
4,6
4,6
5,7
11,5
12,14
15,17
15,5
18,20
18,20
18,20
19,5
26,28
27,29
27,21
28,30
29,31
30,6
32,34
36,38
36,38
37,39
39,41
39,41
39,5
39,41
40,42
40,42
40,18
40,42
41,5
43,45
44,46
46,48
48,6
50,52
50,52
50,6
51,21
51,53
52,46
52,54
55,37
56,58
56,58
57,59
57,59
61,5
61,55
61,25
64,58
64,58
65,67
65,67
68,32
69,5
70,72
80,82
81,29
83,29
84,86
84,78
85,15
90,18
90,5
90,6
91,44
91,85
91,5
91,83
95,5
96,88
96,98
97,5
97,19
98,34
102,5
103,5
105,5
107,61
108,5
109,101
110,38
110,5
112,114
113,5
113,41
116,35
118,24
119,43
120,40
120,68
122,6
123,45
124,126
126,14
131,43
132,52
133,60
134,54
135,22
138,40
139,41
139,45
139,59
140,6
144,21
145,52
147,69
147,45
148,57
148,38
149,49
150,58
152,6
156,113
159,81
159,40
160,46
160,86
164,6
164,53
166,46
168,20
169,39
172,28
174,44
174,14
175,13
177,69
178,14
179,49
180,24
181,21
184,54
191,5
191,52
191,5
193,5
195,5
197,21
199,5
199,21
200,6
201,55
202,88
202,6
203,5
204,38
204,66
205,53
206,62
206,66
206,100
208,40
210,90
213,31
214,20
215,5
215,43
219,30
220,5
221,5
224,6
225,43
225,5
225,129
226,6
227,46
228,32
228,5
230,14
230,6
230,45
232,174
233,31
233,5
236,5
236,50
236,30
237,40
237,41
238,6
238,53
239,45
239,21
240,49
242,44
244,67
244,58
245,5
247,5
247,41
251,5
252,100
256,50
258,54
259,41
259,6
263,21
263,70
267,39
268,5
269,40
271,5
271,45
271,5
271,20
273,39
273,83
273,89
274,5
276,94
276,45
277,78
277,46
280,154
281,39
281,5
283,29
285,42
287,31
291,5
293,57
294,54
295,45
295,6
302,28
303,21
303,47
304,6
304,41
304,6
307,33
308,6
309,38
311,20
313,71
314,50
314,39
314,20
315,169
317,33
322,38
324,6
324,5
326,7
330,20
330,100
332,45
333,92
333,18
334,86
335,38
335,71
336,36
337,74
337,6
337,5
338,5
339,62
340,52
342,91
342,30
343,5
344,86
345,37
346,39
347,108
350,5
351,8
355,51
355,73
356,21
358,20
358,59
360,46
362,5
362,46
362,41
364,45
365,81
368,43
368,46
368,41
369,20
370,5
374,66
375,5
375,5
376,30
377,22
377,52
378,5
380,100
383,5
383,5
386,41
388,5
388,7
390,62
391,5
392,33
392,39
393,83
395,5
395,37
395,20
397,46
398,5
403,20
404,39
404,33
407,6
407,6
408,92
408,68
410,6
412,55
413,65
413,5
414,41
417,20
417,76
418,31
420,45
420,39
421,5
423,5
425,62
428,75
428,21
429,20
432,5
435,63
441,6
444,21
444,46
446,5
448,54
449,21
450,63
452,20
452,41
454,113
454,113
456,42
458,49
459,52
459,38
459,33
459,73
461,65
462,5
463,83
463,59
465,30
465,88
466,22
467,41
467,22
468,5
468,21
470,29
474,75
475,51
477,28
477,6
480,45
484,53
485,5
486,60
486,101
487,40
487,62
491,17
492,5
493,5
493,32
494,47
497,40
497,44
499,109
499,86
506,53
507,42
508,45
508,5
511,5
511,81
513,65
516,21
516,105
517,22
517,30
518,53
519,31
519,29
519,20
